x,y,parameter
83.0,453.0,1.691042654302E9
83.0,441.0,1.691042654309E9
83.0,425.0,1.691042654318E9
81.0,405.0,1.691042654326E9
80.0,392.0,1.691042654332E9
80.0,379.0,1.691042654339E9
80.0,364.0,1.6910426543470001E9
81.0,349.0,1.691042654355E9
82.0,335.0,1.691042654362E9
83.0,324.0,1.691042654369E9
84.0,307.0,1.691042654386E9
87.0,289.0,1.691042654399E9
89.0,279.0,1.6910426544060001E9
93.0,268.0,1.691042654414E9
95.0,259.0,1.691042654422E9
102.0,244.0,1.691042654437E9
